name,moh_area
Indiminna,Ja-Ela
Dolahena,Ja-Ela
Hapugoda West,Ja-Ela
Kapuwatta,Ja-Ela
Kalaeliya,Ja-Ela
Nedurupitiya,Ja-Ela
Rilavulla,Ja-Ela
Kandana East,Ja-Ela
Kandana West,Ja-Ela
Uswatta,Ja-Ela
Hapugoda Central,Ja-Ela
Batagama South,Ja-Ela
Polpitimookalana,Ja-Ela
Batuwatta West,Ja-Ela
Batuwatta East,Ja-Ela
Walpola East,Ja-Ela
Jayasrigama,Ja-Ela
Hapugoda East,Ja-Ela
Nagoda,Ja-Ela
Jayasamarugama,Ja-Ela
Peralanda,Ja-Ela
Podiveekumbura,Ja-Ela
Walpola West,Ja-Ela
Narangodapaluwa West,Ja-Ela
Narangodapaluwa East,Ja-Ela
Thewatta,Ja-Ela
Ragama,Ja-Ela
Ketagewatta,Ja-Ela
Dambuwa,Ja-Ela
Rampitiya,Ja-Ela
Makevita North,Gampaha
Makevita South,Gampaha
Mabima,Gampaha
Gonagaha2,Gampaha
Welikada,Gampaha
Gonagaha1,Gampaha
Ambanvita,Gampaha
Kirindivita,Gampaha
Akaravita,Gampaha
Pahalagama,Gampaha
Medagama 2,Gampaha
Ihalagama West,Gampaha
Ihalagama East,Gampaha
Gampaha Aluthgama North,Gampaha
Karanayakamulla,Gampaha
Baduwathugoda,Gampaha
Boraliyawatha,Gampaha
Thittalapitigoda,Gampaha
Aluthgama Bogamuwa North,Gampaha
Aluthgama Bogamuwa South,Gampaha
Mahipalagoda,Gampaha
Morenna,Gampaha
Weediyawatta,Gampaha
Keselwathugoda North,Gampaha
Indigolla,Gampaha
Gampaha Aluthgama West,Gampaha
Bendiyamulla North,Gampaha
Medagama 4,Gampaha
Medagama 3,Gampaha
Medagama 1,Gampaha
Oruthota South,Gampaha
Kosovita,Gampaha
Rathmalavita,Gampaha
Makilangamuwa,Gampaha
Horagolla North,Gampaha
Thibbotugoda,Gampaha
Midellavita,Gampaha
Kudabollatha,Gampaha
Bollatha North,Gampaha
Wewel Agara,Gampaha
Bollatha West,Gampaha
Bollatha South,Gampaha
Bulugahagoda West,Gampaha
Bulugahagoda East,Gampaha
Galahitiyawa North,Gampaha
Horagolla South,Gampaha
Neduna,Gampaha
Pahalayagoda,Gampaha
Oruthota North,Gampaha
Moragoda1,Gampaha
Bendiyamulla West,Gampaha
Kidagammulla,Gampaha
Bendiyamulla East,Gampaha
Gampaha Aluthgama East,Gampaha
Keselwathugoda South,Gampaha
Yakkala North,Gampaha
Galthotamulla,Gampaha
Yakkala West,Gampaha
